platform,country,keyword,title,price,currency,rating,review_count,product_url,image_url,collected_at
Etsy Sample,JP,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - JP etsy sample,2810,JPY,4.50,191,https://sample.example/etsy/jp/anti-mite-pillowcase/c028,https://sample.example/images/etsy/jp/anti-mite-pillowcase/c028.jpg,2026-04-01T10:15:00+00:00
Etsy Sample,JP,dorm room bedding,Synthetic fallback compact dorm room bedding set - JP etsy sample,10600,JPY,4.40,228,https://sample.example/etsy/jp/dorm-room-bedding/c029,https://sample.example/images/etsy/jp/dorm-room-bedding/c029.jpg,2026-04-01T10:20:00+00:00
Etsy Sample,JP,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - JP etsy sample,3270,JPY,4.30,265,https://sample.example/etsy/jp/baby-swaddle-blanket/c030,https://sample.example/images/etsy/jp/baby-swaddle-blanket/c030.jpg,2026-04-01T10:25:00+00:00
Etsy Sample,AU,pet cooling mat,Synthetic fallback washable pet cooling mat - AU etsy sample,36.40,AUD,4.20,302,https://sample.example/etsy/au/pet-cooling-mat/c031,https://sample.example/images/etsy/au/pet-cooling-mat/c031.jpg,2026-04-01T10:30:00+00:00
Etsy Sample,AU,boho blanket,Synthetic fallback boho woven throw blanket - AU etsy sample,63.10,AUD,4.10,339,https://sample.example/etsy/au/boho-blanket/c032,https://sample.example/images/etsy/au/boho-blanket/c032.jpg,2026-04-01T10:35:00+00:00
Etsy Sample,AU,duvet cover,Synthetic fallback soft cotton duvet cover - AU etsy sample,91.27,AUD,4.80,376,https://sample.example/etsy/au/duvet-cover/c033,https://sample.example/images/etsy/au/duvet-cover/c033.jpg,2026-04-01T10:40:00+00:00
Etsy Sample,AU,kids pillowcase,Synthetic fallback printed kids pillowcase pair - AU etsy sample,24.69,AUD,4.70,413,https://sample.example/etsy/au/kids-pillowcase/c034,https://sample.example/images/etsy/au/kids-pillowcase/c034.jpg,2026-04-01T10:45:00+00:00
Etsy Sample,AU,summer quilt,Synthetic fallback lightweight summer quilt - AU etsy sample,72.98,AUD,4.60,450,https://sample.example/etsy/au/summer-quilt/c035,https://sample.example/images/etsy/au/summer-quilt/c035.jpg,2026-04-01T10:50:00+00:00
Etsy Sample,AU,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - AU etsy sample,54.69,AUD,4.50,487,https://sample.example/etsy/au/sofa-throw-blanket/c036,https://sample.example/images/etsy/au/sofa-throw-blanket/c036.jpg,2026-04-01T10:55:00+00:00
Etsy Sample,AU,bath towel,Synthetic fallback quick dry cotton bath towel - AU etsy sample,30.91,AUD,4.40,524,https://sample.example/etsy/au/bath-towel/c037,https://sample.example/images/etsy/au/bath-towel/c037.jpg,2026-04-01T11:00:00+00:00
Etsy Sample,AU,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - AU etsy sample,29.08,AUD,4.30,561,https://sample.example/etsy/au/anti-mite-pillowcase/c038,https://sample.example/images/etsy/au/anti-mite-pillowcase/c038.jpg,2026-04-01T11:05:00+00:00
Etsy Sample,AU,dorm room bedding,Synthetic fallback compact dorm room bedding set - AU etsy sample,109.56,AUD,4.20,598,https://sample.example/etsy/au/dorm-room-bedding/c039,https://sample.example/images/etsy/au/dorm-room-bedding/c039.jpg,2026-04-01T11:10:00+00:00
Etsy Sample,AU,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - AU etsy sample,33.84,AUD,4.10,635,https://sample.example/etsy/au/baby-swaddle-blanket/c040,https://sample.example/images/etsy/au/baby-swaddle-blanket/c040.jpg,2026-04-01T11:15:00+00:00
Etsy Sample,SG,pet cooling mat,Synthetic fallback washable pet cooling mat - SG etsy sample,31.70,SGD,4.80,672,https://sample.example/etsy/sg/pet-cooling-mat/c041,https://sample.example/images/etsy/sg/pet-cooling-mat/c041.jpg,2026-04-01T11:20:00+00:00
Etsy Sample,SG,boho blanket,Synthetic fallback boho woven throw blanket - SG etsy sample,54.96,SGD,4.70,709,https://sample.example/etsy/sg/boho-blanket/c042,https://sample.example/images/etsy/sg/boho-blanket/c042.jpg,2026-04-01T11:25:00+00:00
Etsy Sample,SG,duvet cover,Synthetic fallback soft cotton duvet cover - SG etsy sample,79.49,SGD,4.60,746,https://sample.example/etsy/sg/duvet-cover/c043,https://sample.example/images/etsy/sg/duvet-cover/c043.jpg,2026-04-01T11:30:00+00:00
Etsy Sample,SG,kids pillowcase,Synthetic fallback printed kids pillowcase pair - SG etsy sample,21.51,SGD,4.50,783,https://sample.example/etsy/sg/kids-pillowcase/c044,https://sample.example/images/etsy/sg/kids-pillowcase/c044.jpg,2026-04-01T11:35:00+00:00
Etsy Sample,SG,summer quilt,Synthetic fallback lightweight summer quilt - SG etsy sample,63.56,SGD,4.40,820,https://sample.example/etsy/sg/summer-quilt/c045,https://sample.example/images/etsy/sg/summer-quilt/c045.jpg,2026-04-01T11:40:00+00:00
Etsy Sample,SG,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - SG etsy sample,47.63,SGD,4.30,857,https://sample.example/etsy/sg/sofa-throw-blanket/c046,https://sample.example/images/etsy/sg/sofa-throw-blanket/c046.jpg,2026-04-01T11:45:00+00:00
Etsy Sample,SG,bath towel,Synthetic fallback quick dry cotton bath towel - SG etsy sample,26.92,SGD,4.20,894,https://sample.example/etsy/sg/bath-towel/c047,https://sample.example/images/etsy/sg/bath-towel/c047.jpg,2026-04-01T11:50:00+00:00
Etsy Sample,SG,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - SG etsy sample,25.33,SGD,4.10,51,https://sample.example/etsy/sg/anti-mite-pillowcase/c048,https://sample.example/images/etsy/sg/anti-mite-pillowcase/c048.jpg,2026-04-01T11:55:00+00:00
Etsy Sample,SG,dorm room bedding,Synthetic fallback compact dorm room bedding set - SG etsy sample,95.42,SGD,4.80,88,https://sample.example/etsy/sg/dorm-room-bedding/c049,https://sample.example/images/etsy/sg/dorm-room-bedding/c049.jpg,2026-04-01T12:00:00+00:00
Etsy Sample,SG,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - SG etsy sample,29.47,SGD,4.70,125,https://sample.example/etsy/sg/baby-swaddle-blanket/c050,https://sample.example/images/etsy/sg/baby-swaddle-blanket/c050.jpg,2026-04-01T12:05:00+00:00
Amazon Sample,US,pet cooling mat,Synthetic fallback washable pet cooling mat - US amazon sample,19.90,USD,4.60,162,https://sample.example/amazon/us/pet-cooling-mat/c051,https://sample.example/images/amazon/us/pet-cooling-mat/c051.jpg,2026-04-01T12:10:00+00:00
Amazon Sample,US,boho blanket,Synthetic fallback boho woven throw blanket - US amazon sample,34.50,USD,4.50,199,https://sample.example/amazon/us/boho-blanket/c052,https://sample.example/images/amazon/us/boho-blanket/c052.jpg,2026-04-01T12:15:00+00:00
Amazon Sample,US,duvet cover,Synthetic fallback soft cotton duvet cover - US amazon sample,49.90,USD,4.40,236,https://sample.example/amazon/us/duvet-cover/c053,https://sample.example/images/amazon/us/duvet-cover/c053.jpg,2026-04-01T12:20:00+00:00
Amazon Sample,US,kids pillowcase,Synthetic fallback printed kids pillowcase pair - US amazon sample,13.50,USD,4.30,273,https://sample.example/amazon/us/kids-pillowcase/c054,https://sample.example/images/amazon/us/kids-pillowcase/c054.jpg,2026-04-01T12:25:00+00:00
Amazon Sample,US,summer quilt,Synthetic fallback lightweight summer quilt - US amazon sample,39.90,USD,4.20,310,https://sample.example/amazon/us/summer-quilt/c055,https://sample.example/images/amazon/us/summer-quilt/c055.jpg,2026-04-01T12:30:00+00:00
Amazon Sample,US,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - US amazon sample,29.90,USD,4.10,347,https://sample.example/amazon/us/sofa-throw-blanket/c056,https://sample.example/images/amazon/us/sofa-throw-blanket/c056.jpg,2026-04-01T12:35:00+00:00
Amazon Sample,US,bath towel,Synthetic fallback quick dry cotton bath towel - US amazon sample,16.90,USD,4.80,384,https://sample.example/amazon/us/bath-towel/c057,https://sample.example/images/amazon/us/bath-towel/c057.jpg,2026-04-01T12:40:00+00:00
Amazon Sample,US,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - US amazon sample,15.90,USD,4.70,421,https://sample.example/amazon/us/anti-mite-pillowcase/c058,https://sample.example/images/amazon/us/anti-mite-pillowcase/c058.jpg,2026-04-01T12:45:00+00:00
Amazon Sample,US,dorm room bedding,Synthetic fallback compact dorm room bedding set - US amazon sample,59.90,USD,4.60,458,https://sample.example/amazon/us/dorm-room-bedding/c059,https://sample.example/images/amazon/us/dorm-room-bedding/c059.jpg,2026-04-01T12:50:00+00:00
Amazon Sample,US,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - US amazon sample,18.50,USD,4.50,495,https://sample.example/amazon/us/baby-swaddle-blanket/c060,https://sample.example/images/amazon/us/baby-swaddle-blanket/c060.jpg,2026-04-01T12:55:00+00:00
Amazon Sample,GB,pet cooling mat,Synthetic fallback washable pet cooling mat - GB amazon sample,15.92,GBP,4.40,532,https://sample.example/amazon/gb/pet-cooling-mat/c061,https://sample.example/images/amazon/gb/pet-cooling-mat/c061.jpg,2026-04-01T13:00:00+00:00
Amazon Sample,GB,boho blanket,Synthetic fallback boho woven throw blanket - GB amazon sample,27.60,GBP,4.30,569,https://sample.example/amazon/gb/boho-blanket/c062,https://sample.example/images/amazon/gb/boho-blanket/c062.jpg,2026-04-01T13:05:00+00:00
Amazon Sample,GB,duvet cover,Synthetic fallback soft cotton duvet cover - GB amazon sample,39.92,GBP,4.20,606,https://sample.example/amazon/gb/duvet-cover/c063,https://sample.example/images/amazon/gb/duvet-cover/c063.jpg,2026-04-01T13:10:00+00:00
Amazon Sample,GB,kids pillowcase,Synthetic fallback printed kids pillowcase pair - GB amazon sample,10.80,GBP,4.10,643,https://sample.example/amazon/gb/kids-pillowcase/c064,https://sample.example/images/amazon/gb/kids-pillowcase/c064.jpg,2026-04-01T13:15:00+00:00
Amazon Sample,GB,summer quilt,Synthetic fallback lightweight summer quilt - GB amazon sample,31.92,GBP,4.80,680,https://sample.example/amazon/gb/summer-quilt/c065,https://sample.example/images/amazon/gb/summer-quilt/c065.jpg,2026-04-01T13:20:00+00:00
Amazon Sample,GB,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - GB amazon sample,23.92,GBP,4.70,717,https://sample.example/amazon/gb/sofa-throw-blanket/c066,https://sample.example/images/amazon/gb/sofa-throw-blanket/c066.jpg,2026-04-01T13:25:00+00:00
Amazon Sample,GB,bath towel,Synthetic fallback quick dry cotton bath towel - GB amazon sample,13.52,GBP,4.60,754,https://sample.example/amazon/gb/bath-towel/c067,https://sample.example/images/amazon/gb/bath-towel/c067.jpg,2026-04-01T13:30:00+00:00
Amazon Sample,GB,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - GB amazon sample,12.72,GBP,4.50,791,https://sample.example/amazon/gb/anti-mite-pillowcase/c068,https://sample.example/images/amazon/gb/anti-mite-pillowcase/c068.jpg,2026-04-01T13:35:00+00:00
Amazon Sample,GB,dorm room bedding,Synthetic fallback compact dorm room bedding set - GB amazon sample,47.92,GBP,4.40,828,https://sample.example/amazon/gb/dorm-room-bedding/c069,https://sample.example/images/amazon/gb/dorm-room-bedding/c069.jpg,2026-04-01T13:40:00+00:00
Amazon Sample,GB,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - GB amazon sample,14.80,GBP,4.30,865,https://sample.example/amazon/gb/baby-swaddle-blanket/c070,https://sample.example/images/amazon/gb/baby-swaddle-blanket/c070.jpg,2026-04-01T13:45:00+00:00
Amazon Sample,JP,pet cooling mat,Synthetic fallback washable pet cooling mat - JP amazon sample,2980,JPY,4.20,902,https://sample.example/amazon/jp/pet-cooling-mat/c071,https://sample.example/images/amazon/jp/pet-cooling-mat/c071.jpg,2026-04-01T13:50:00+00:00
Amazon Sample,JP,boho blanket,Synthetic fallback boho woven throw blanket - JP amazon sample,5180,JPY,4.10,59,https://sample.example/amazon/jp/boho-blanket/c072,https://sample.example/images/amazon/jp/boho-blanket/c072.jpg,2026-04-01T13:55:00+00:00
Amazon Sample,JP,duvet cover,Synthetic fallback soft cotton duvet cover - JP amazon sample,7480,JPY,4.80,96,https://sample.example/amazon/jp/duvet-cover/c073,https://sample.example/images/amazon/jp/duvet-cover/c073.jpg,2026-04-01T14:00:00+00:00
Amazon Sample,JP,kids pillowcase,Synthetic fallback printed kids pillowcase pair - JP amazon sample,2020,JPY,4.70,133,https://sample.example/amazon/jp/kids-pillowcase/c074,https://sample.example/images/amazon/jp/kids-pillowcase/c074.jpg,2026-04-01T14:05:00+00:00
Amazon Sample,JP,summer quilt,Synthetic fallback lightweight summer quilt - JP amazon sample,5980,JPY,4.60,170,https://sample.example/amazon/jp/summer-quilt/c075,https://sample.example/images/amazon/jp/summer-quilt/c075.jpg,2026-04-01T14:10:00+00:00
Amazon Sample,JP,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - JP amazon sample,4480,JPY,4.50,207,https://sample.example/amazon/jp/sofa-throw-blanket/c076,https://sample.example/images/amazon/jp/sofa-throw-blanket/c076.jpg,2026-04-01T14:15:00+00:00
Amazon Sample,JP,bath towel,Synthetic fallback quick dry cotton bath towel - JP amazon sample,2540,JPY,4.40,244,https://sample.example/amazon/jp/bath-towel/c077,https://sample.example/images/amazon/jp/bath-towel/c077.jpg,2026-04-01T14:20:00+00:00
Amazon Sample,JP,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - JP amazon sample,2380,JPY,4.30,281,https://sample.example/amazon/jp/anti-mite-pillowcase/c078,https://sample.example/images/amazon/jp/anti-mite-pillowcase/c078.jpg,2026-04-01T14:25:00+00:00
Amazon Sample,JP,dorm room bedding,Synthetic fallback compact dorm room bedding set - JP amazon sample,8980,JPY,4.20,318,https://sample.example/amazon/jp/dorm-room-bedding/c079,https://sample.example/images/amazon/jp/dorm-room-bedding/c079.jpg,2026-04-01T14:30:00+00:00
Amazon Sample,JP,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - JP amazon sample,2780,JPY,4.10,355,https://sample.example/amazon/jp/baby-swaddle-blanket/c080,https://sample.example/images/amazon/jp/baby-swaddle-blanket/c080.jpg,2026-04-01T14:35:00+00:00
Amazon Sample,AU,pet cooling mat,Synthetic fallback washable pet cooling mat - AU amazon sample,30.84,AUD,4.80,392,https://sample.example/amazon/au/pet-cooling-mat/c081,https://sample.example/images/amazon/au/pet-cooling-mat/c081.jpg,2026-04-01T14:40:00+00:00
Amazon Sample,AU,boho blanket,Synthetic fallback boho woven throw blanket - AU amazon sample,53.48,AUD,4.70,429,https://sample.example/amazon/au/boho-blanket/c082,https://sample.example/images/amazon/au/boho-blanket/c082.jpg,2026-04-01T14:45:00+00:00
Amazon Sample,AU,duvet cover,Synthetic fallback soft cotton duvet cover - AU amazon sample,77.34,AUD,4.60,466,https://sample.example/amazon/au/duvet-cover/c083,https://sample.example/images/amazon/au/duvet-cover/c083.jpg,2026-04-01T14:50:00+00:00
Amazon Sample,AU,kids pillowcase,Synthetic fallback printed kids pillowcase pair - AU amazon sample,20.93,AUD,4.50,503,https://sample.example/amazon/au/kids-pillowcase/c084,https://sample.example/images/amazon/au/kids-pillowcase/c084.jpg,2026-04-01T14:55:00+00:00
Amazon Sample,AU,summer quilt,Synthetic fallback lightweight summer quilt - AU amazon sample,61.84,AUD,4.40,540,https://sample.example/amazon/au/summer-quilt/c085,https://sample.example/images/amazon/au/summer-quilt/c085.jpg,2026-04-01T15:00:00+00:00
Amazon Sample,AU,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - AU amazon sample,46.34,AUD,4.30,577,https://sample.example/amazon/au/sofa-throw-blanket/c086,https://sample.example/images/amazon/au/sofa-throw-blanket/c086.jpg,2026-04-01T15:05:00+00:00
Amazon Sample,AU,bath towel,Synthetic fallback quick dry cotton bath towel - AU amazon sample,26.20,AUD,4.20,614,https://sample.example/amazon/au/bath-towel/c087,https://sample.example/images/amazon/au/bath-towel/c087.jpg,2026-04-01T15:10:00+00:00
Amazon Sample,AU,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - AU amazon sample,24.64,AUD,4.10,651,https://sample.example/amazon/au/anti-mite-pillowcase/c088,https://sample.example/images/amazon/au/anti-mite-pillowcase/c088.jpg,2026-04-01T15:15:00+00:00
Amazon Sample,AU,dorm room bedding,Synthetic fallback compact dorm room bedding set - AU amazon sample,92.84,AUD,4.80,688,https://sample.example/amazon/au/dorm-room-bedding/c089,https://sample.example/images/amazon/au/dorm-room-bedding/c089.jpg,2026-04-01T15:20:00+00:00
Amazon Sample,AU,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - AU amazon sample,28.68,AUD,4.70,725,https://sample.example/amazon/au/baby-swaddle-blanket/c090,https://sample.example/images/amazon/au/baby-swaddle-blanket/c090.jpg,2026-04-01T15:25:00+00:00
Amazon Sample,SG,pet cooling mat,Synthetic fallback washable pet cooling mat - SG amazon sample,26.86,SGD,4.60,762,https://sample.example/amazon/sg/pet-cooling-mat/c091,https://sample.example/images/amazon/sg/pet-cooling-mat/c091.jpg,2026-04-01T15:30:00+00:00
Amazon Sample,SG,boho blanket,Synthetic fallback boho woven throw blanket - SG amazon sample,46.58,SGD,4.50,799,https://sample.example/amazon/sg/boho-blanket/c092,https://sample.example/images/amazon/sg/boho-blanket/c092.jpg,2026-04-01T15:35:00+00:00
Amazon Sample,SG,duvet cover,Synthetic fallback soft cotton duvet cover - SG amazon sample,67.37,SGD,4.40,836,https://sample.example/amazon/sg/duvet-cover/c093,https://sample.example/images/amazon/sg/duvet-cover/c093.jpg,2026-04-01T15:40:00+00:00
Amazon Sample,SG,kids pillowcase,Synthetic fallback printed kids pillowcase pair - SG amazon sample,18.23,SGD,4.30,873,https://sample.example/amazon/sg/kids-pillowcase/c094,https://sample.example/images/amazon/sg/kids-pillowcase/c094.jpg,2026-04-01T15:45:00+00:00
Amazon Sample,SG,summer quilt,Synthetic fallback lightweight summer quilt - SG amazon sample,53.87,SGD,4.20,910,https://sample.example/amazon/sg/summer-quilt/c095,https://sample.example/images/amazon/sg/summer-quilt/c095.jpg,2026-04-01T15:50:00+00:00
Amazon Sample,SG,sofa throw blanket,Synthetic fallback sofa throw blanket with fringe - SG amazon sample,40.37,SGD,4.10,67,https://sample.example/amazon/sg/sofa-throw-blanket/c096,https://sample.example/images/amazon/sg/sofa-throw-blanket/c096.jpg,2026-04-01T15:55:00+00:00
Amazon Sample,SG,bath towel,Synthetic fallback quick dry cotton bath towel - SG amazon sample,22.82,SGD,4.80,104,https://sample.example/amazon/sg/bath-towel/c097,https://sample.example/images/amazon/sg/bath-towel/c097.jpg,2026-04-01T16:00:00+00:00
Amazon Sample,SG,anti mite pillowcase,Synthetic fallback anti mite pillowcase set - SG amazon sample,21.47,SGD,4.70,141,https://sample.example/amazon/sg/anti-mite-pillowcase/c098,https://sample.example/images/amazon/sg/anti-mite-pillowcase/c098.jpg,2026-04-01T16:05:00+00:00
Amazon Sample,SG,dorm room bedding,Synthetic fallback compact dorm room bedding set - SG amazon sample,80.87,SGD,4.60,178,https://sample.example/amazon/sg/dorm-room-bedding/c099,https://sample.example/images/amazon/sg/dorm-room-bedding/c099.jpg,2026-04-01T16:10:00+00:00
Amazon Sample,SG,baby swaddle blanket,Synthetic fallback breathable baby swaddle blanket - SG amazon sample,24.98,SGD,4.50,215,https://sample.example/amazon/sg/baby-swaddle-blanket/c100,https://sample.example/images/amazon/sg/baby-swaddle-blanket/c100.jpg,2026-04-01T16:15:00+00:00
eBay Sample,US,pet cooling mat,Synthetic fallback washable pet cooling mat - US ebay sample,18.71,USD,4.40,252,https://sample.example/ebay/us/pet-cooling-mat/c101,https://sample.example/images/ebay/us/pet-cooling-mat/c101.jpg,2026-04-01T16:20:00+00:00
eBay Sample,US,boho blanket,Synthetic fallback boho woven throw blanket - US ebay sample,32.43,USD,4.30,289,https://sample.example/ebay/us/boho-blanket/c102,https://sample.example/images/ebay/us/boho-blanket/c102.jpg,2026-04-01T16:25:00+00:00
eBay Sample,US,duvet cover,Synthetic fallback soft cotton duvet cover - US ebay sample,46.91,USD,4.20,326,https://sample.example/ebay/us/duvet-cover/c103,https://sample.example/images/ebay/us/duvet-cover/c103.jpg,2026-04-01T16:30:00+00:00
eBay Sample,US,kids pillowcase,Synthetic fallback printed kids pillowcase pair - US ebay sample,12.69,USD,4.10,363,https://sample.example/ebay/us/kids-pillowcase/c104,https://sample.example/images/ebay/us/kids-pillowcase/c104.jpg,2026-04-01T16:35:00+00:00
